hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,global_padj,gene_padj,pval,sim,sem_sim,cilow_global_padj,ciupp_global_padj,cilow_gene_padj,ciupp_gene_padj,cilow_pval,ciupp_pval
HSD17B10,4800,mitochondrial tRNA 5'-end processing,GO:0097745,biological process,28,4,1.500e-01,1.205e-01,7.737e-02,6.348e-01,3.901e-02,1.055e-01,2.132e-01,7.888e-02,1.842e-01,4.291e-02,1.395e-01
HSD17B10,4800,mitochondrial tRNA 3'-end processing,GO:1990180,biological process,28,4,1.577e-01,1.229e-01,8.477e-02,6.202e-01,4.069e-02,1.092e-01,2.277e-01,7.760e-02,1.945e-01,4.635e-02,1.550e-01
HSD17B10,4800,protein binding,GO:0005515,molecular function,28,157,1.811e-01,1.320e-01,1.073e-01,5.840e-01,2.545e-02,1.417e-01,2.315e-01,8.601e-02,2.025e-01,7.344e-02,1.568e-01
HSD17B10,4800,mitochondrion organization,GO:0007005,biological process,28,13,2.019e-01,1.473e-01,1.288e-01,5.541e-01,1.782e-02,1.722e-01,2.367e-01,1.113e-01,1.950e-01,1.004e-01,1.651e-01
HSD17B10,4800,3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity,GO:0047015,molecular function,28,2,2.102e-01,1.526e-01,1.356e-01,5.422e-01,4.224e-02,1.421e-01,3.111e-01,8.686e-02,2.682e-01,7.439e-02,2.471e-01
HSD17B10,4800,3-hydroxyacyl-CoA dehydrogenase activity,GO:0003857,molecular function,28,3,2.421e-01,1.817e-01,1.714e-01,5.038e-01,1.641e-02,2.069e-01,2.834e-01,1.413e-01,2.336e-01,1.389e-01,2.114e-01
HSD17B10,4800,protein homotetramerization,GO:0051289,biological process,28,4,2.498e-01,1.845e-01,1.752e-01,4.951e-01,4.438e-02,1.676e-01,3.724e-01,1.100e-01,3.096e-01,9.759e-02,3.146e-01
HSD17B10,4800,mitochondrial ribonuclease P complex,GO:0030678,cellular component,28,3,2.597e-01,1.917e-01,1.857e-01,4.856e-01,3.640e-02,1.862e-01,3.623e-01,1.218e-01,3.017e-01,1.153e-01,2.991e-01
MRPS16,14048,mitochondrion,GO:0005739,cellular component,6,16,2.407e-01,6.131e-01,1.679e-01,5.078e-01,8.331e-03,2.262e-01,2.562e-01,5.233e-01,7.184e-01,1.509e-01,1.867e-01
MRPS16,14048,cytosol,GO:0005829,cellular component,6,7,3.093e-01,6.131e-01,2.394e-01,4.366e-01,2.805e-02,2.420e-01,3.953e-01,5.233e-01,7.184e-01,1.736e-01,3.303e-01
MRPS16,14048,protein binding,GO:0005515,molecular function,6,157,4.668e-01,6.131e-01,4.164e-01,3.110e-01,2.387e-03,4.608e-01,4.728e-01,5.233e-01,7.184e-01,4.075e-01,4.256e-01
MRPS16,14048,mitochondrial small ribosomal subunit,GO:0005763,cellular component,6,3,4.775e-01,6.131e-01,4.263e-01,3.043e-01,1.115e-02,4.326e-01,5.271e-01,5.233e-01,7.184e-01,3.861e-01,4.708e-01
MRPS16,14048,structural constituent of ribosome,GO:0003735,molecular function,6,2,6.058e-01,6.176e-01,5.702e-01,2.186e-01,2.156e-02,5.274e-01,6.960e-01,5.206e-01,7.327e-01,4.836e-01,6.723e-01
MRPS16,14048,small ribosomal subunit,GO:0015935,cellular component,6,4,6.468e-01,6.176e-01,6.176e-01,1.916e-01,2.483e-02,5.565e-01,7.518e-01,5.206e-01,7.327e-01,5.206e-01,7.327e-01
AQP4,637,sarcolemma,GO:0042383,cellular component,14,2,1.602e-01,5.048e-01,8.445e-02,6.163e-01,6.384e-02,8.954e-02,2.866e-01,2.790e-01,9.133e-01,3.367e-02,2.119e-01
AQP4,637,integral component of membrane,GO:0016021,cellular component,14,10,2.507e-01,5.048e-01,1.584e-01,4.679e-01,1.480e-01,7.981e-02,7.873e-01,2.790e-01,9.133e-01,3.232e-02,7.762e-01
AQP4,637,plasma membrane,GO:0005886,cellular component,14,16,3.422e-01,5.625e-01,2.613e-01,3.794e-01,1.241e-01,1.406e-01,8.332e-01,3.394e-01,9.323e-01,8.203e-02,8.326e-01
AQP4,637,cytoplasm,GO:0005737,cellular component,14,15,3.848e-01,5.625e-01,3.097e-01,3.417e-01,1.200e-01,1.638e-01,9.038e-01,3.394e-01,9.323e-01,1.031e-01,9.306e-01
AQP4,637,external side of plasma membrane,GO:0009897,cellular component,14,4,3.905e-01,5.873e-01,3.233e-01,3.579e-01,7.438e-02,2.259e-01,6.751e-01,3.753e-01,9.193e-01,1.618e-01,6.459e-01
AQP4,637,water channel activity,GO:0015250,molecular function,14,3,4.221e-01,6.376e-01,3.581e-01,3.427e-01,4.627e-02,2.957e-01,6.026e-01,4.406e-01,9.227e-01,2.278e-01,5.629e-01
AQP4,637,basolateral plasma membrane,GO:0016323,cellular component,14,2,4.481e-01,5.625e-01,3.843e-01,2.846e-01,1.214e-01,1.994e-01,1.007e+00,3.394e-01,9.323e-01,1.381e-01,1.069e+00
AQP4,637,integral component of plasma membrane,GO:0005887,cellular component,14,17,4.558e-01,6.317e-01,3.907e-01,3.042e-01,8.682e-02,2.565e-01,8.097e-01,4.338e-01,9.199e-01,1.934e-01,7.891e-01
AQP4,637,cellular response to interferon-gamma,GO:0071346,biological process,14,3,5.052e-01,6.376e-01,4.605e-01,2.822e-01,2.223e-02,4.256e-01,5.997e-01,4.406e-01,9.227e-01,3.800e-01,5.581e-01
AQP4,637,protein homotetramerization,GO:0051289,biological process,14,4,5.518e-01,6.376e-01,5.068e-01,2.352e-01,7.644e-02,3.442e-01,8.846e-01,4.406e-01,9.227e-01,2.909e-01,8.828e-01
AQP4,637,protein binding,GO:0005515,molecular function,14,157,5.879e-01,6.388e-01,5.507e-01,2.121e-01,7.023e-02,3.959e-01,8.731e-01,4.425e-01,9.222e-01,3.492e-01,8.684e-01
AQP4,637,water transport,GO:0006833,biological process,14,6,6.546e-01,7.363e-01,6.276e-01,1.884e-01,1.980e-03,6.526e-01,6.565e-01,5.876e-01,9.226e-01,6.193e-01,6.360e-01
AQP4,637,multicellular organismal water homeostasis,GO:0050891,biological process,14,6,6.684e-01,7.104e-01,6.390e-01,1.489e-01,8.405e-02,4.116e-01,1.085e+00,4.946e-01,1.020e+00,3.631e-01,1.125e+00
NDUFV1,7716,mitochondrial respiratory chain complex I,GO:0005747,cellular component,6,3,1.353e-01,1.739e-01,6.324e-02,6.653e-01,4.416e-02,9.075e-02,2.018e-01,9.226e-02,3.280e-01,3.134e-02,1.276e-01
NDUFV1,7716,mitochondrial ATP synthesis coupled electron transport,GO:0042775,biological process,6,2,1.527e-01,1.739e-01,8.108e-02,6.286e-01,2.771e-02,1.181e-01,1.973e-01,9.226e-02,3.280e-01,5.265e-02,1.249e-01
NDUFV1,7716,mitochondrion,GO:0005739,cellular component,6,16,1.949e-01,1.953e-01,1.222e-01,5.633e-01,9.286e-03,1.756e-01,2.163e-01,1.282e-01,2.976e-01,1.071e-01,1.396e-01
NDUFV1,7716,"mitochondrial electron transport, NADH to ubiquinone",GO:0006120,biological process,6,2,2.049e-01,1.819e-01,1.268e-01,5.498e-01,6.102e-02,1.174e-01,3.577e-01,9.031e-02,3.665e-01,5.256e-02,3.060e-01
NDUFV1,7716,cytosol,GO:0005829,cellular component,6,7,2.114e-01,1.819e-01,1.330e-01,5.419e-01,5.963e-02,1.228e-01,3.638e-01,9.031e-02,3.665e-01,5.851e-02,3.024e-01
NDUFV1,7716,protein binding,GO:0005515,molecular function,6,157,4.113e-01,3.529e-01,3.529e-01,3.499e-01,3.002e-02,3.261e-01,5.189e-01,2.595e-01,4.800e-01,2.595e-01,4.800e-01
RDH11,17964,retinoid metabolic process,GO:0001523,biological process,6,6,8.790e-02,4.407e-02,8.281e-03,9.120e-01,2.250e-02,8.550e-02,9.036e-02,2.032e-02,9.557e-02,3.601e-03,1.904e-02
RDH11,17964,retinal metabolic process,GO:0042574,biological process,6,4,8.944e-02,5.833e-02,1.977e-02,8.366e-01,3.131e-02,8.445e-02,9.472e-02,3.520e-02,9.665e-02,1.159e-02,3.372e-02
RDH11,17964,cellular detoxification of aldehyde,GO:0110095,biological process,6,4,1.040e-01,7.199e-02,4.042e-02,7.329e-01,2.897e-02,8.169e-02,1.325e-01,5.586e-02,9.277e-02,2.504e-02,6.523e-02
RDH11,17964,NADP-retinol dehydrogenase activity,GO:0052650,molecular function,6,2,1.416e-01,9.398e-02,7.186e-02,6.482e-01,1.567e-02,1.243e-01,1.614e-01,7.818e-02,1.130e-01,5.617e-02,9.193e-02
RDH11,17964,endoplasmic reticulum membrane,GO:0005789,cellular component,6,8,1.621e-01,9.532e-02,8.893e-02,6.151e-01,1.534e-02,1.391e-01,1.889e-01,7.732e-02,1.175e-01,7.071e-02,1.118e-01
RDH11,17964,protein binding,GO:0005515,molecular function,6,157,1.634e-01,9.532e-02,9.071e-02,6.115e-01,1.934e-02,1.374e-01,1.944e-01,7.732e-02,1.175e-01,6.769e-02,1.216e-01
VPS11,14583,protein domain specific binding,GO:0019904,molecular function,25,77,8.790e-02,2.243e-01,9.587e-03,8.829e-01,3.458e-02,8.550e-02,9.036e-02,6.092e-02,8.260e-01,2.417e-03,3.802e-02
VPS11,14583,early endosome,GO:0005769,cellular component,25,3,1.526e-01,5.215e-01,7.891e-02,6.326e-01,2.919e-02,1.165e-01,1.998e-01,3.804e-01,7.148e-01,5.067e-02,1.229e-01
VPS11,14583,late endosome,GO:0005770,cellular component,25,3,1.538e-01,5.215e-01,7.983e-02,6.308e-01,3.019e-02,1.165e-01,2.030e-01,3.804e-01,7.148e-01,5.045e-02,1.263e-01
VPS11,14583,endosome,GO:0005768,cellular component,25,11,1.595e-01,5.215e-01,8.547e-02,6.202e-01,2.849e-02,1.225e-01,2.078e-01,3.804e-01,7.148e-01,5.546e-02,1.317e-01
VPS11,14583,regulation of organelle assembly,GO:1902115,biological process,25,20,2.241e-01,5.221e-01,1.496e-01,5.257e-01,3.552e-02,1.599e-01,3.141e-01,3.813e-01,7.147e-01,9.161e-02,2.443e-01
VPS11,14583,endosome organization,GO:0007032,biological process,25,5,2.396e-01,5.330e-01,1.656e-01,5.055e-01,4.456e-02,1.597e-01,3.595e-01,3.944e-01,7.204e-01,9.497e-02,2.886e-01
VPS11,14583,regulation of SNARE complex assembly,GO:0035542,biological process,25,4,2.452e-01,5.363e-01,1.740e-01,5.009e-01,1.560e-02,2.091e-01,2.875e-01,3.981e-01,7.227e-01,1.428e-01,2.119e-01
VPS11,14583,endocytic vesicle,GO:0030139,cellular component,25,7,2.532e-01,5.686e-01,1.797e-01,4.927e-01,3.132e-02,1.885e-01,3.402e-01,4.238e-01,7.629e-01,1.190e-01,2.714e-01
VPS11,14583,vacuole organization,GO:0007033,biological process,25,9,2.636e-01,5.363e-01,1.919e-01,4.799e-01,3.543e-02,1.920e-01,3.620e-01,3.981e-01,7.227e-01,1.256e-01,2.934e-01
VPS11,14583,endosomal vesicle fusion,GO:0034058,biological process,25,2,2.779e-01,5.742e-01,2.032e-01,4.670e-01,4.188e-02,1.899e-01,4.068e-01,4.264e-01,7.733e-01,1.202e-01,3.435e-01
VPS11,14583,HOPS complex,GO:0030897,cellular component,25,5,3.801e-01,6.190e-01,3.177e-01,3.767e-01,5.493e-03,3.617e-01,3.993e-01,5.259e-01,7.286e-01,3.003e-01,3.360e-01
VPS11,14583,negative regulation of intracellular estrogen receptor signaling pathway,GO:0033147,biological process,25,3,4.188e-01,6.348e-01,3.595e-01,3.455e-01,2.739e-02,3.376e-01,5.195e-01,5.366e-01,7.510e-01,2.743e-01,4.711e-01
VPS11,14583,protein ubiquitination,GO:0016567,biological process,25,7,4.583e-01,6.601e-01,4.047e-01,3.160e-01,2.633e-02,3.712e-01,5.658e-01,5.161e-01,8.442e-01,3.166e-01,5.173e-01
VPS11,14583,endosome to lysosome transport,GO:0008333,biological process,25,6,4.624e-01,6.780e-01,4.072e-01,3.111e-01,4.237e-02,3.385e-01,6.316e-01,5.038e-01,9.124e-01,2.787e-01,5.951e-01
VPS11,14583,ubiquitin protein ligase activity,GO:0061630,molecular function,25,4,4.630e-01,6.355e-01,4.108e-01,3.103e-01,3.688e-02,3.528e-01,6.077e-01,5.369e-01,7.521e-01,2.938e-01,5.742e-01
VPS11,14583,positive regulation of early endosome to late endosome transport,GO:2000643,biological process,25,3,4.847e-01,6.442e-01,4.357e-01,2.944e-01,3.736e-02,3.738e-01,6.286e-01,5.456e-01,7.607e-01,3.176e-01,5.977e-01
VPS11,14583,positive regulation of protein targeting to mitochondrion,GO:1903955,biological process,25,6,5.050e-01,6.720e-01,4.521e-01,2.726e-01,7.030e-02,3.203e-01,7.964e-01,4.971e-01,9.085e-01,2.628e-01,7.777e-01
VPS11,14583,regulation of protein stability,GO:0031647,biological process,25,5,5.195e-01,7.235e-01,4.692e-01,2.671e-01,5.893e-02,3.421e-01,7.888e-01,5.780e-01,9.056e-01,2.764e-01,7.963e-01
VPS11,14583,lysosome,GO:0005764,cellular component,25,8,5.645e-01,7.124e-01,5.267e-01,2.435e-01,2.111e-02,4.810e-01,6.625e-01,5.619e-01,9.033e-01,4.463e-01,6.218e-01
VPS11,14583,vesicle docking involved in exocytosis,GO:0006904,biological process,25,6,5.686e-01,6.895e-01,5.299e-01,2.373e-01,4.097e-02,4.284e-01,7.546e-01,5.184e-01,9.171e-01,3.840e-01,7.314e-01
VPS11,14583,positive regulation of cellular protein catabolic process,GO:1903364,biological process,25,8,6.378e-01,7.466e-01,5.996e-01,1.773e-01,7.845e-02,4.128e-01,9.853e-01,6.111e-01,9.120e-01,3.535e-01,1.017e+00
VPS11,14583,protein-macromolecule adaptor activity,GO:0030674,molecular function,25,15,6.807e-01,7.761e-01,6.598e-01,1.649e-01,3.605e-02,5.446e-01,8.510e-01,6.393e-01,9.421e-01,5.162e-01,8.432e-01
VPS11,14583,lysosomal membrane,GO:0005765,cellular component,25,9,6.961e-01,7.560e-01,6.700e-01,1.472e-01,5.993e-02,5.104e-01,9.494e-01,6.286e-01,9.092e-01,4.664e-01,9.623e-01
VPS11,14583,protein binding,GO:0005515,molecular function,25,157,7.363e-01,7.753e-01,7.203e-01,1.257e-01,4.436e-02,5.954e-01,9.104e-01,6.588e-01,9.123e-01,5.721e-01,9.070e-01
VPS11,14583,syntaxin binding,GO:0019905,molecular function,25,4,7.924e-01,8.127e-01,7.820e-01,9.930e-02,1.579e-02,7.321e-01,8.577e-01,7.123e-01,9.272e-01,7.200e-01,8.494e-01
REPS1,15578,endosomal transport,GO:0016197,biological process,7,9,1.479e-01,3.235e-01,7.528e-02,6.382e-01,4.632e-02,9.531e-02,2.294e-01,2.225e-01,4.704e-01,3.634e-02,1.559e-01
REPS1,15578,cytoplasm,GO:0005737,cellular component,7,15,2.888e-01,3.235e-01,2.183e-01,4.544e-01,3.398e-02,2.147e-01,3.884e-01,2.225e-01,4.704e-01,1.476e-01,3.228e-01
REPS1,15578,endocytosis,GO:0006897,biological process,7,10,3.038e-01,3.235e-01,2.343e-01,4.413e-01,2.512e-02,2.434e-01,3.791e-01,2.225e-01,4.704e-01,1.754e-01,3.130e-01
REPS1,15578,clathrin-coated pit,GO:0005905,cellular component,7,2,3.048e-01,3.274e-01,2.297e-01,4.356e-01,6.784e-02,1.742e-01,5.331e-01,2.203e-01,4.864e-01,1.090e-01,4.839e-01
REPS1,15578,SH3 domain binding,GO:0017124,molecular function,7,2,3.267e-01,3.235e-01,2.556e-01,4.198e-01,4.519e-02,2.235e-01,4.775e-01,2.225e-01,4.704e-01,1.534e-01,4.259e-01
REPS1,15578,plasma membrane,GO:0005886,cellular component,7,16,3.361e-01,3.235e-01,2.676e-01,4.122e-01,3.422e-02,2.530e-01,4.464e-01,2.225e-01,4.704e-01,1.850e-01,3.871e-01
REPS1,15578,protein binding,GO:0005515,molecular function,7,157,3.965e-01,3.754e-01,3.341e-01,3.627e-01,3.015e-02,3.116e-01,5.046e-01,2.614e-01,5.390e-01,2.468e-01,4.524e-01
GNAO1,4389,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,GO:0007188,biological process,12,4,8.790e-02,7.782e-02,1.797e-02,8.537e-01,9.432e-03,8.550e-02,9.036e-02,5.455e-02,1.110e-01,1.539e-02,2.099e-02
GNAO1,4389,G protein-coupled serotonin receptor binding,GO:0031821,molecular function,12,14,8.823e-02,7.782e-02,2.186e-02,8.242e-01,1.775e-02,8.642e-02,9.007e-02,5.455e-02,1.110e-01,1.661e-02,2.878e-02
GNAO1,4389,corticotropin-releasing hormone receptor 1 binding,GO:0051430,molecular function,12,2,9.097e-02,7.782e-02,2.703e-02,7.921e-01,1.782e-02,8.798e-02,9.406e-02,5.455e-02,1.110e-01,2.033e-02,3.594e-02
GNAO1,4389,G-protein beta/gamma-subunit complex binding,GO:0031683,molecular function,12,2,1.106e-01,8.388e-02,4.347e-02,7.222e-01,3.352e-02,8.278e-02,1.479e-01,5.078e-02,1.386e-01,2.511e-02,7.528e-02
GNAO1,4389,heterotrimeric G-protein complex,GO:0005834,cellular component,12,3,1.154e-01,8.388e-02,4.133e-02,7.293e-01,5.591e-02,8.016e-02,1.661e-01,5.078e-02,1.386e-01,1.684e-02,1.014e-01
GNAO1,4389,mu-type opioid receptor binding,GO:0031852,molecular function,12,2,1.324e-01,8.930e-02,6.188e-02,6.688e-01,4.067e-02,9.463e-02,1.851e-01,5.520e-02,1.445e-01,3.263e-02,1.173e-01
GNAO1,4389,dopamine receptor signaling pathway,GO:0007212,biological process,12,5,1.401e-01,9.481e-02,7.047e-02,6.513e-01,1.583e-02,1.206e-01,1.628e-01,6.479e-02,1.387e-01,5.523e-02,8.990e-02
GNAO1,4389,protein binding,GO:0005515,molecular function,12,157,1.802e-01,1.261e-01,1.081e-01,5.824e-01,2.939e-02,1.362e-01,2.383e-01,8.753e-02,1.817e-01,7.090e-02,1.648e-01
GNAO1,4389,GTPase activity,GO:0003924,molecular function,12,3,1.816e-01,1.231e-01,1.065e-01,5.800e-01,5.723e-02,1.084e-01,3.042e-01,5.841e-02,2.595e-01,4.820e-02,2.355e-01
GNAO1,4389,G protein-coupled receptor binding,GO:0001664,molecular function,12,45,1.884e-01,1.242e-01,1.109e-01,5.698e-01,7.000e-02,1.027e-01,3.454e-01,5.540e-02,2.786e-01,4.272e-02,2.877e-01
FZD5,4043,"anterior/posterior axis specification, embryo",GO:0008595,biological process,24,5,1.064e-01,3.802e-01,4.153e-02,7.293e-01,1.395e-02,9.549e-02,1.185e-01,3.335e-01,4.333e-01,3.293e-02,5.236e-02
FZD5,4043,Wnt-protein binding,GO:0017147,molecular function,24,2,1.108e-01,3.802e-01,4.281e-02,7.249e-01,2.523e-02,9.395e-02,1.306e-01,3.335e-01,4.333e-01,2.817e-02,6.504e-02
FZD5,4043,embryonic axis specification,GO:0000578,biological process,24,9,1.316e-01,3.855e-01,6.355e-02,6.671e-01,1.122e-02,1.193e-01,1.451e-01,3.347e-01,4.439e-01,5.312e-02,7.603e-02
FZD5,4043,ubiquitin protein ligase binding,GO:0031625,molecular function,24,2,2.089e-01,3.855e-01,1.337e-01,5.438e-01,4.464e-02,1.386e-01,3.149e-01,3.347e-01,4.439e-01,7.336e-02,2.435e-01
FZD5,4043,integral component of plasma membrane,GO:0005887,cellular component,24,17,2.325e-01,3.868e-01,1.600e-01,5.158e-01,2.141e-02,1.873e-01,2.884e-01,3.348e-01,4.469e-01,1.212e-01,2.112e-01
FZD5,4043,protein kinase binding,GO:0019901,molecular function,24,15,2.352e-01,3.855e-01,1.605e-01,5.119e-01,4.106e-02,1.612e-01,3.431e-01,3.347e-01,4.439e-01,9.234e-02,2.789e-01
FZD5,4043,cellular response to molecule of bacterial origin,GO:0071219,biological process,24,7,2.455e-01,3.868e-01,1.738e-01,5.014e-01,1.289e-02,2.135e-01,2.824e-01,3.348e-01,4.469e-01,1.475e-01,2.047e-01
FZD5,4043,integral component of membrane,GO:0016021,cellular component,24,10,2.479e-01,3.868e-01,1.679e-01,4.992e-01,6.059e-02,1.463e-01,4.202e-01,3.348e-01,4.469e-01,7.455e-02,3.781e-01
FZD5,4043,positive regulation of transcription by RNA polymerase II,GO:0045944,biological process,24,38,2.530e-01,3.868e-01,1.820e-01,4.927e-01,8.209e-03,2.378e-01,2.691e-01,3.348e-01,4.469e-01,1.640e-01,2.021e-01
FZD5,4043,Spemann organizer formation,GO:0060061,biological process,24,5,2.539e-01,3.868e-01,1.776e-01,4.941e-01,3.751e-02,1.848e-01,3.489e-01,3.348e-01,4.469e-01,1.122e-01,2.812e-01
FZD5,4043,positive regulation of interferon-gamma production,GO:0032729,biological process,24,3,2.704e-01,3.884e-01,1.932e-01,4.749e-01,5.078e-02,1.758e-01,4.161e-01,3.347e-01,4.507e-01,1.033e-01,3.612e-01
FZD5,4043,amyloid-beta binding,GO:0001540,molecular function,24,2,2.810e-01,3.868e-01,2.103e-01,4.644e-01,1.403e-02,2.464e-01,3.204e-01,3.348e-01,4.469e-01,1.770e-01,2.498e-01
FZD5,4043,Wnt-activated receptor activity,GO:0042813,molecular function,24,2,3.085e-01,3.884e-01,2.349e-01,4.406e-01,2.761e-02,2.459e-01,3.871e-01,3.347e-01,4.507e-01,1.713e-01,3.220e-01
FZD5,4043,protein binding,GO:0005515,molecular function,24,157,3.126e-01,3.868e-01,2.421e-01,4.359e-01,1.464e-02,2.747e-01,3.556e-01,3.348e-01,4.469e-01,2.050e-01,2.860e-01
FZD5,4043,plasma membrane,GO:0005886,cellular component,24,16,3.528e-01,4.014e-01,2.875e-01,3.994e-01,5.585e-03,3.357e-01,3.709e-01,3.735e-01,4.313e-01,2.707e-01,3.054e-01
FZD5,4043,cell surface,GO:0009986,cellular component,24,3,3.949e-01,4.448e-01,3.280e-01,3.602e-01,5.869e-02,2.550e-01,6.115e-01,3.078e-01,6.429e-01,1.881e-01,5.719e-01
FZD5,4043,non-canonical Wnt signaling pathway,GO:0035567,biological process,24,8,4.000e-01,4.510e-01,3.348e-01,3.563e-01,5.516e-02,2.553e-01,6.268e-01,3.349e-01,6.074e-01,1.856e-01,6.037e-01
FZD5,4043,positive regulation of protein targeting to mitochondrion,GO:1903955,biological process,24,6,4.129e-01,4.482e-01,3.554e-01,3.495e-01,1.976e-02,3.568e-01,4.778e-01,4.134e-01,4.860e-01,2.914e-01,4.334e-01
FZD5,4043,protein-containing complex binding,GO:0044877,molecular function,24,75,4.766e-01,5.366e-01,4.199e-01,2.855e-01,8.543e-02,2.685e-01,8.460e-01,3.606e-01,7.986e-01,2.073e-01,8.503e-01
FZD5,4043,positive regulation of T cell cytokine production,GO:0002726,biological process,24,6,5.363e-01,5.592e-01,4.800e-01,2.435e-01,8.947e-02,3.247e-01,8.858e-01,3.518e-01,8.890e-01,2.607e-01,8.839e-01
FZD5,4043,canonical Wnt signaling pathway,GO:0060070,biological process,24,20,6.379e-01,6.581e-01,6.099e-01,1.962e-01,2.299e-02,5.641e-01,7.214e-01,6.094e-01,7.107e-01,5.197e-01,7.157e-01
FZD5,4043,regulation of autophagy of mitochondrion,GO:1903146,biological process,24,6,6.906e-01,6.908e-01,6.664e-01,1.634e-01,2.743e-02,5.909e-01,8.071e-01,5.965e-01,8.001e-01,5.638e-01,7.876e-01
KAT6A,13013,histone binding,GO:0042393,molecular function,23,8,8.790e-02,7.710e-02,9.321e-03,9.108e-01,1.592e-02,8.550e-02,9.036e-02,6.614e-02,8.988e-02,5.137e-03,1.691e-02
KAT6A,13013,histone acetylation,GO:0016573,biological process,23,8,8.790e-02,7.710e-02,1.170e-02,9.002e-01,8.775e-03,8.550e-02,9.036e-02,6.614e-02,8.988e-02,8.674e-03,1.577e-02
KAT6A,13013,transcription factor binding,GO:0008134,molecular function,23,6,8.790e-02,7.710e-02,1.434e-02,8.767e-01,1.671e-02,8.550e-02,9.036e-02,6.614e-02,8.988e-02,9.308e-03,2.210e-02
KAT6A,13013,nuclear speck,GO:0016607,cellular component,23,4,8.790e-02,7.710e-02,2.082e-02,8.306e-01,1.867e-02,8.550e-02,9.036e-02,6.614e-02,8.988e-02,1.546e-02,2.803e-02
KAT6A,13013,PML body,GO:0016605,cellular component,23,2,8.927e-02,7.710e-02,2.300e-02,8.162e-01,2.292e-02,8.639e-02,9.225e-02,6.614e-02,8.988e-02,1.602e-02,3.303e-02
KAT6A,13013,"positive regulation of transcription, DNA-templated",GO:0045893,biological process,23,26,9.466e-02,8.033e-02,2.835e-02,7.847e-01,2.875e-02,8.015e-02,1.118e-01,7.464e-02,8.645e-02,1.764e-02,4.558e-02
KAT6A,13013,"negative regulation of transcription, DNA-templated",GO:0045892,biological process,23,26,9.480e-02,8.033e-02,3.120e-02,7.706e-01,2.065e-02,8.195e-02,1.097e-01,7.464e-02,8.645e-02,2.213e-02,4.399e-02
KAT6A,13013,MOZ/MORF histone acetyltransferase complex,GO:0070776,cellular component,23,3,9.549e-02,7.954e-02,3.247e-02,7.651e-01,1.667e-02,8.512e-02,1.071e-01,7.251e-02,8.726e-02,2.464e-02,4.280e-02
KAT6A,13013,histone H3 acetylation,GO:0043966,biological process,23,12,9.549e-02,7.767e-02,2.970e-02,7.784e-01,2.582e-02,8.983e-02,1.015e-01,6.606e-02,9.132e-02,1.960e-02,4.500e-02
KAT6A,13013,positive regulation of transcription by RNA polymerase II,GO:0045944,biological process,23,38,1.016e-01,8.092e-02,3.933e-02,7.370e-01,4.804e-03,9.663e-02,1.067e-01,7.446e-02,8.794e-02,3.625e-02,4.268e-02
KAT6A,13013,cellular senescence,GO:0090398,biological process,23,5,1.102e-01,8.241e-02,4.648e-02,7.130e-01,3.246e-03,1.064e-01,1.141e-01,7.368e-02,9.216e-02,4.405e-02,4.904e-02
KAT6A,13013,protein acetylation,GO:0006473,biological process,23,10,1.265e-01,9.666e-02,5.697e-02,6.826e-01,2.814e-02,9.897e-02,1.616e-01,7.487e-02,1.248e-01,3.598e-02,9.019e-02
KAT6A,13013,acetyltransferase activity,GO:0016407,molecular function,23,12,1.353e-01,9.718e-02,6.578e-02,6.618e-01,1.215e-02,1.224e-01,1.495e-01,7.498e-02,1.259e-01,5.424e-02,7.979e-02
KAT6A,13013,myeloid cell differentiation,GO:0030099,biological process,23,7,1.432e-01,1.133e-01,6.247e-02,6.659e-01,6.729e-02,8.976e-02,2.285e-01,6.652e-02,1.930e-01,2.130e-02,1.832e-01
KAT6A,13013,nucleus,GO:0005634,cellular component,23,16,1.454e-01,1.013e-01,7.283e-02,6.428e-01,4.902e-02,9.316e-02,2.270e-01,6.119e-02,1.678e-01,3.459e-02,1.534e-01
KAT6A,13013,zinc ion binding,GO:0008270,molecular function,23,3,1.529e-01,1.106e-01,8.004e-02,6.288e-01,4.413e-02,1.024e-01,2.285e-01,6.958e-02,1.758e-01,4.103e-02,1.561e-01
KAT6A,13013,nucleolus,GO:0005730,cellular component,23,2,1.591e-01,1.106e-01,8.623e-02,6.177e-01,3.931e-02,1.116e-01,2.268e-01,6.958e-02,1.758e-01,4.811e-02,1.546e-01
KAT6A,13013,cytosol,GO:0005829,cellular component,23,7,1.597e-01,1.118e-01,8.563e-02,6.195e-01,3.429e-02,1.156e-01,2.207e-01,7.109e-02,1.757e-01,5.126e-02,1.430e-01
KAT6A,13013,histone acetyltransferase activity,GO:0004402,molecular function,23,7,1.898e-01,1.393e-01,1.176e-01,5.695e-01,1.776e-02,1.587e-01,2.270e-01,1.076e-01,1.803e-01,9.116e-02,1.516e-01
KAT6A,13013,DNA binding,GO:0003677,molecular function,23,19,2.031e-01,1.448e-01,1.295e-01,5.525e-01,2.393e-02,1.619e-01,2.548e-01,1.083e-01,1.936e-01,9.225e-02,1.819e-01
