#node	identifier	domain_summary_url	annotation	other_names_and_aliases
Cdk1	7227.FBpp0079641	https://smart.embl.de/smart/DDvec.cgi?smart=297:S_TKc(4|287)+	Cyclin-dependent kinase (Cdk1) is a catalytic protein kinase subunit that can only become active after association with either CycA, CycB or CycB3. The protein kinase activities of these complexes (CycA-Cdk1, CycB-Cdk1, CycB3-Cdk1) control important aspects of progression through the cell cycle. Functionally, the different Cdk1 complexes are partially redundant. They phosphorylate hundreds of target proteins and are most important for progression into and through mitotic and meiotic M phases; Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily	2.7.11.22,2.7.11.23,34411,5363,60495,A0ANT1,AAF52932.1,AAL28998.1,AAP13986.1,AAP13987.1,AAP13988.1,AAP13989.1,AAP13990.1,AI519205,AM294319,AM294320,AM294321,AM294322,AM294323,AM294324,AM294325,AM294326,AM294327,AM294328,AM294329,AW943439,AY061450,C0MJ66,CAA40723.1,CAA40733.1,CAL26249.1,CAL26250.1,CAL26251.1,CAL26252.1,CAL26253.1,CAL26254.1,CAL26255.1,CAL26256.1,CAL26257.1,CAL26258.1,CAL26259.1,CAR93314.1,CAR93315.1,CAR93316.1,CAR93317.1,CAR93318.1,CAR93319.1,CAR93320.1,CAR93321.1,CAR93322.1,CAR93323.1,CAR93324.1,CDC2,CDC2 kinase,CDCDm,CDK1,CDK1/CDC2,CDK1_DROME,CG5363,CG5363-PA,CG5363-RA,Cdc2,Cdk-1,Cdk1,Cdk1-PA,Cell division control protein 2 homolog,Cell division protein kinase 1,Cyclin-dependent kinase 1,Dcdc2,Dm cdc2,DmCdc2,DmCdk1,DmelCG5363,EC 2.7.11.22,EC 2.7.11.23,FBan0005363,FBgn0004106,FBpp0079641,FBtr0080051,FM245388,FM245389,FM245390,FM245391,FM245392,FM245393,FM245394,FM245395,FM245396,FM245397,FM245398,NM_057449,NM_057449.3,NP_476797,NP_476797.1,P23572,P34 protein kinase,Q86FT5,Q86FT6,Q86FT7,Q86FT8,Q86FT9,Q9TX68,Q9TX69,Q9TX70,Q9TX71,Q9TX72,Q9TX73,Q9TX74,Q9VKX5,S66801,S66804,S66805,S66807,S66810,UPI0000000E63,X57485,X57496,cdc,cdc2,cdc2-PA,cdc2-RA,cdc2Dm,cyclin dependent kinase,cyclin-dependent kinase,cyclin-dependent kinase 1,dCdk1,dme:Dmel_CG5363,group 4,l(2)31Eh
Cp15	7227.FBpp0076299	https://smart.embl.de/smart/DDvec.cgi?smart=115:Pfam_Chorion_2(17|115)+	Chorion protein S15; Chorion membrane (egg shell) protein; plays a role in protecting the egg from the environment	38999,64405,A4ULV6,A8E796,AAF50374.1,ABO71665.1,ABV82420.1,BT031038,C.s15,CAA26329.1,CAA29603.1,CG6519,CG6519-PA,CG6519-RA,CH15_DROME,Chorion Protein 15,Chorion prot 15,Chorion protein 15,Chorion protein S15,Cp15,Cp15-PA,Cp15-RA,Cs15,DmelCG6519,Dms15,E6,EF441624,FBan0006519,FBgn0000355,FBpp0076299,FBtr0076572,NM_079255,NM_079255.2,NP_523979,NP_523979.1,P07185,Q9VSP2,R02293,R02294,R02295,S15,Shell-15,UPI00001248D4,chorion protein 15,cp15,dme:Dmel_CG6519,melcp15,s-15,s15,s15 chorion gene,s15-1,unnamed
Cp16	7227.FBpp0076301	https://smart.embl.de/smart/DDvec.cgi?smart=138:SIGNAL(1|20)+Pfam_Chorion_S16(30|137)+	Chorion protein S16; Chorion membrane (egg shell) protein; plays a role in protecting the egg from the environment	39001,64407,A4UM28,A8E6S3,A8E6T0,A8E6U5,AAF50372.1,AAY56647.1,ABO71674.1,ABO71737.1,ABO71738.1,ABO71739.1,ABO71740.1,ABO71741.1,ABO71742.1,ABO71743.1,ABV82247.1,ABV82254.1,ABV82269.1,ABV82275.1,ACD99475.1,B3DNC3,BT030865,BT030872,BT030887,BT030893,BT032911,CAA34686.1,CG6533,CG6533-PA,CG6533-RA,CH16_DROME,CP16,Chorion Protein 16,Chorion prot 16,Chorion protein 16,Chorion protein S16,Cp16,Cp16-PA,Cp16-RA,DQ062774,DmelCG6533,Dms16,EF441633,EF441696,EF441697,EF441698,EF441699,EF441700,EF441701,EF441702,FBan0006533,FBgn0000356,FBpp0076301,FBtr0076574,NM_079257,NM_079257.3,NP_523981,NP_523981.1,Ov31,P22977,Q3YMV2,Q9VSP4,S16,UPI00000767AB,X16715,chorion protein 16,dme:Dmel_CG6533,melcp16,s16,s16-1
Cp36	7227.FBpp0071150	https://smart.embl.de/smart/DDvec.cgi?smart=284:Pfam_Chorion_3(3|266)+	Chorion protein 36 (Cp36) is an abundant structural protein of the eggshell whose expression is enhanced by gene amplification in ovarian follicle cells. Cp36 is essential for fertility and for endochorion integrity	15008,15009,31787,58246,A4ULY0,AAF46382.1,ABO71689.1,ACZ61126.1,BT100327,CAA28870.1,CG1478,CG1478-PA,CG1478-RA,CH36_DROME,CP36,Chorion protein 36,Chorion protein S36,Cp36,Cp36-PA,Cp36-RA,D1Z363,DmelCG1478,Dms36,E4,EF441648,FBan0001478,FBgn0000359,FBgn0000428,FBpp0071150,FBtr0071203,NM_078532,NM_078532.1,NP_511087,NP_511087.1,P07182,Q9W3E6,S36,Shell-36,UPI000007E169,X05245,chorion protein 36,cp36,dec-2,dec2,dec[[2]],defective chorion 2,dme:Dmel_CG1478,fs(1)C2,s36,s36-1,s365
Cp38	7227.FBpp0289676	https://smart.embl.de/smart/DDvec.cgi?smart=306:Pfam_Chorion_3(1|115)+Pfam_Chorion_3(113|241)+	Chorion protein S38; Structural constituent of chorion. It is involved in the biological process described with: eggshell chorion assembly	31788,58247,A4ULY8,A9UN49,A9UN60,AAF46383.1,ABO71697.1,ABY20454.1,ABY20465.1,ABY20469.1,ACD99461.1,ACD99468.1,ACD99472.1,ACD99581.1,ACE1,ACZ95238.1,B3DNA9,B3DNC0,B3DNM9,BT031213,BT031224,BT031228,BT032897,BT032904,BT032908,BT033017,CAA28871.1,CG1121,CG11213,CG11213-PA,CG11213-PB,CG11213-RA,CG11213-RB,CH38_DROME,CP38,Chorion prot 38,Chorion protein 38,Chorion protein S38,Cp38,Cp38-PA,Cp38-PB,Cp38-RA,Cp38-RB,DmelCG11213,Dms38,E1JJF7,E3,EF441656,FBan0011213,FBgn0000360,FBgn0004940,FBpp0071151,FBpp0289676,FBtr0071204,FBtr0300448,NM_001169232,NM_001169232.1,NM_078533,NM_078533.2,NP_001162703,NP_001162703.1,NP_511088,NP_511088.1,P07183,Q9W3E5,S38,Shell-38,UPI0000124CA9,chorion protein 38, isoform B,dme:Dmel_CG11213,s38,s38-1
Cyp1	7227.FBpp0074017	https://smart.embl.de/smart/DDvec.cgi?smart=227:Pfam_Pro_isomerase(70|225)+	Peptidyl-prolyl cis-trans isomerase; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides; Belongs to the cyclophilin-type PPIase family. PPIase A subfamily	32595,5.2.1.8,58935,A8E774,AA697172,AAB03701.1,AAF48589.2,AAL28510.1,AAQ22415.1,ABV82398.1,ADF79834.1,ADF79835.1,ADF79836.1,ADF79837.1,ADF79838.1,ADF79839.1,ADF79840.1,ADF79841.1,ADF79842.1,ADF79843.1,ADF79844.1,ADF79845.1,ADF79846.1,ADF79847.1,ADF79848.1,ADF79849.1,ADF79850.1,ADF79851.1,ADF79852.1,ADF79853.1,ADF79854.1,ADF79855.1,ADF79856.1,AI297544,AI530979,AI944424,AQ025378,AW941965,AW944203,AY060962,BT009946,BT031016,BcDNA:GM09255,CG9916,CG9916-PA,CG9916-RA,Cpy1,CyP-1,Cyclophilin,Cyclophilin 1,Cyclosporin A-binding protein,Cyp-1,Cyp1,Cyp1-PA,Cyp1-RA,DmelCG9916,EC 5.2.1.8,F6J7B3,FBan0009916,FBgn0004432,FBgn0047257,FBpp0074017,FBtr0074238,GQ308872,GQ308873,GQ308874,GQ308875,GQ308876,GQ308877,GQ308878,GQ308879,GQ308880,GQ308881,GQ308882,GQ308883,GQ308884,GQ308885,GQ308886,GQ308887,GQ308888,GQ308889,GQ308890,GQ308891,GQ308892,GQ308893,GQ308894,M62398,NM_078642,NM_078642.3,NP_523366,NP_523366.2,P25007,PPIA_DROME,Peptidyl-prolyl cis-trans isomerase,Peptidylprolyl isomerase F,Q9VXH8,Rotamase,UPI00001E2B6D,Z32274,cyclophilin 1,cyclophilin1,cyp-1,cyp1,dme:Dmel_CG9916
Cyp9b2	7227.FBpp0088126	https://smart.embl.de/smart/DDvec.cgi?smart=505:Pfam_p450(34|497)+	Cytochrome P450 9b2; May be involved in the metabolism of insect hormones and in the breakdown of synthetic insecticides; Belongs to the cytochrome P450 family	1.14.-.-,35635,61523,9b2,AAA80659.1,AAF59290.1,AAL13345.1,AI108823,AI402118,AY059439,BEST:GH08116,CG4486,CG4486-PA,CG4486-RA,CP9B2_DROME,CYPIXB2,Cyp9b2,Cyp9b2-PA,Cyp9b2-RA,Cytochrome P450 9b2,Cytochrome P450-9b2,DmelCG4486,EC 1.14.-.-,FBan0004486,FBgn0015039,FBgn0043831,FBpp0088126,FBtr0089055,NM_078922,NM_078922.3,NP_523646,NP_523646.1,P-450,P-450 Cyp9b2,P450,Q24123,Q9V4I1,U34325,UPI0000124836,cyp9b2,cytochrome P450,cytochrome P450-9b2,dme:Dmel_CG4486,fly plexin a
Dhfr	7227.FBpp0110210	https://smart.embl.de/smart/DDvec.cgi?smart=182:Pfam_DHFR_1(3|180)+	Dihydrofolate reductase; By interacting with vestigial (vg), may control genes involved in DNA replication	1.5.1.3,42003,67048,A4V302,AAA19051.1,AAF55324.1,ABI31175.1,AEQ62995.1,BG636096,BT132691,CG14887,CG14887-PA,CG14887-PB,CG14887-RA,CG14887-RB,DHFR,DYR_DROME,Dhfr,Dhfr-PA,Dhfr-PB,Dhfr-RA,Dhfr-RB,Dihydrofolate reductase,DmelCG14887,EC 1.5.1.3,FBan0014887,FBgn0004087,FBpp0082746,FBpp0110210,FBtr0083295,FBtr0110910,G4LU61,NM_001043255,NM_001043255.1,NM_169721,NM_169721.1,NP_001036720,NP_001036720.1,NP_732147,NP_732147.1,P17719,Q9VEU4,U06861,UPI0000124690,dihydrofolate reductase,dihydrofolate reductase, isoform B,dme:Dmel_CG14887
DhpD	7227.FBpp0078625	https://smart.embl.de/smart/DDvec.cgi?smart=448:Pfam_Amidohydro_1(65|443)+	Guanine deaminase; Catalyzes the hydrolytic deamination of guanine, producing xanthine and ammonia. Also has 7,8-dihydropterin deaminase activity, which plays a role in synthesis of the red eye pigment aurodrosopterin	3.5.4.3,40528,AAF52167.1,AAM49953.1,AAN71291.1,AI512354,AW943706,AY118584,BI167779,BT001536,CG18143,CG18143-PA,CG18143-RA,CZ482865,CZ482913,DhpD,DhpD-PA,DhpD-RA,Dihydropterin deaminase,DmelCG18143,EC 3.5.4.3,FBan0018143,FBgn0004491,FBgn0037219,FBgn0261436,FBpp0078625,FBtr0078986,GUAD_DROME,Guanine deaminase,NM_141182,NM_141182.2,NP_649439,NP_649439.1,Q9VMY9,UPI0000083DEE,dihydropterin deaminase,dme:Dmel_CG18143,unnamed
Dot	7227.FBpp0077221	https://smart.embl.de/smart/DDvec.cgi?smart=537:SIGNAL(1|26)+Pfam_Glyco_tran_28_C(355|459)+	Dorothy, isoform A; Dorothy encodes a member of the superfamily of UDP glycosyltransferase enzymes, which are found across all kingdoms and are involved in detoxification of endogenous and xenobiotic compounds	2.4.1.17,44058,68807,AA567565,AAF51084.3,AAF81421.1,AAM50742.1,ABI34158.1,AF250328,AQ025853,AY118882,BT028777,CG2788,CG2788-PA,CG2788-RA,DmelCG2788,Dmel_CG2788,Dorothy,Dorothy, isoform A,Dorothy, isoform B,Dot,Dot-PA,Dot-PB,Dot-RA,EC 2.4.1.17,FBan0002788,FBgn0015663,FBgn0031553,FBpp0077221,FBtr0077532,IP04436p,NM_079947,NM_079947.4,NP_001285591,NP_001285591.1,NP_524686,NP_524686.3,Q0IGZ3,Q7JVK2,Q9NBD8,Q9VQT0,Q9VQT0_DROME,UPI00003FB015,dme:Dmel_CG2788,dorothy, isoform B
Dph5	7227.FBpp0083673	https://smart.embl.de/smart/DDvec.cgi?smart=281:Pfam_TP_methylase(1|241)+	Diphthamide methyltransferase; Diphthine synthase activity. It is involved in the biological process described with: peptidyl-diphthamide biosynthetic process from peptidyl-histidine	2.1.1.314,42663,67617,AA392956,AAD46869.1,AAN13913.2,AF160929,AI519412,AI945839,AQ026267,AQ073877,AW942223,BcDNA.LD12153,BcDNA:LD12153,CG31289,CG31289-PA,CG31289-RA,CG5275,Diphthamide methyltransferase,DmelCG31289,Dmel_CG31289,Dph5,Dph5-PA,Dph5-RA,EC 2.1.1.314,FBan0031289,FBgn0024558,FBgn0027877,FBgn0051289,FBpp0083673,FBtr0084280,NM_079728,NM_079728.4,NP_524452,NP_524452.4,Q8IN02,Q8IN02_DROME,UPI00000075FF,diphthamide methyltransferase,dme:Dmel_CG31289,l(3)L4910
Eb1	7227.FBpp0289513	https://smart.embl.de/smart/DDvec.cgi?smart=297:Pfam_CH(14|120)+Pfam_EB1(240|279)+	Eb1, isoform F; Protein binding; microtubule binding; myosin binding	35584,61480,A1Z6P3,A1Z6P3_DROME,AA390433,AA391761,AAD27859.1,AAL49002.1,AAM70825.2,AAM70826.1,AAM70827.1,AAM70828.1,AAR96139.1,AAS64780.1,ACY79584.1,ADB91417.1,ADG46058.1,AF132560,AI124315,AI124330,AI237917,AI944408,AI945522,AI946227,AW941692,AY071380,BI243659,BI571771,BT011347,BT100289,BT120169,BT124890,BcDNA.LD08743,BcDNA:LD08743,BcDNA:LD08743-RA,BcDNA:LD08743-RB,BcDNA:LD08743-RD,BcDNA:LD08743-RE,CG3265,CG3265-PA,CG3265-PB,CG3265-PD,CG3265-PE,CG3265-PF,CG3265-PG,CG3265-RA,CG3265-RB,CG3265-RD,CG3265-RE,CG3265-RF,CG3265-RG,D0Z742,D3DMK3,D5SHT9,Dm EB1,DmEB1,DmelCG3265,Dmel_CG3265,EB-1,EB1,Eb1,Eb1, isoform F,Eb1-PA,Eb1-PB,Eb1-PD,Eb1-PE,Eb1-PF,Eb1-PG,Eb1-RA,Eb1-RB,Eb1-RD,Eb1-RE,Eb1-RF,Eb1-RG,FBan0003265,FBgn0010578,FBgn0027066,FBpp0085461,FBpp0085463,FBpp0085464,FBpp0089088,FBpp0289513,FBpp0305157,FBtr0086127,FBtr0086129,FBtr0086130,FBtr0086131,FBtr0300285,FBtr0332939,FI12926p,MT-plus-end-binding protein,NM_136389,NM_136389.4,NM_165487,NM_165487.3,NM_165488,NM_165488.2,NM_165489,NM_165489.2,NM_206030,NM_206030.2,NP_610233,NP_610233.1,NP_724495,NP_724495.2,NP_724496,NP_724496.1,NP_724497,NP_724497.1,NP_995752,NP_995752.1,Q6NNE2,Q7JZD3,Q9XZ57,S(DmcycE[JP])2.5,UPI000002A1E4,UPI000007739E,UPI00004C4E82,anon-EST:Liang-2.33,anon-EST:Liang-2.52,clone 2.33,clone 2.52,dEB-1,dEB1,l(2)04524,l(2)4524
FK506-bp2	7227.FBpp0085703	https://smart.embl.de/smart/DDvec.cgi?smart=108:Pfam_FKBP_C(13|105)+	12 kDa FK506-binding protein; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides. Binds to ligand-free TGF beta type I receptor, from which it is released upon a ligand-induced, type II receptor mediated phosphorylation of the type I receptor. Binding is inhibitory to the signaling pathways of the TGF beta family ligands	11001,12 kDa FK506-binding protein,143729_at,37214,5.2.1.8,62878,AAA91178.1,AAF57582.1,AAL48728.1,AEU04552.1,AI294245,AI945432,AY071106,BH256405,BH256406,BI173477,BT132803,CAA88904.1,CG11001,CG11001-PA,CG11001-RA,CZ470680,CZ470718,DmelCG11001,DrFKBP12,EC 5.2.1.8,FBan0011001,FBgn0013954,FBpp0085703,FBtr0086515,FK506-binding protein,FK506-binding protein 2,FK506-bp2,FK506-bp2-PA,FK506-bp2-RA,FK506-bp2-RB,FKB12_DROME,FKBP,FKBP12,Fk506-bp2,H0RN81,Macrolide-binding protein,NM_079068,NM_079068.3,NP_523792,NP_523792.2,P48375,Peptidyl-prolyl cis-trans isomerase,Q8SZ56,Q9V8S8,Rotamase,U41441,UPI00000764A1,Z49079,dFKBP12,dme:Dmel_CG11001
Fis1	7227.FBpp0271716	https://smart.embl.de/smart/DDvec.cgi?smart=154:Pfam_Fis1_TPR_N(34|66)+Pfam_Fis1_TPR_C(71|122)+TRANS(124|146)+	Mitochondrial fission 1 protein; Involved in the fragmentation of the mitochondrial network and its perinuclear clustering. Functions downstream of Pink1 and upstream of Drp1 to regulate mitochondrial fission	49892,72485,A1Z6G3,AAL48886.1,AAM68367.1,AAM68368.2,ACL83061.1,ACL83062.1,ACL83063.1,AI945635,AY071264,B7YZT2,B7YZT3,BI234278,BcDNA:RE29957,CG17510,CG17510-PA,CG17510-PC,CG17510-PD,CG17510-PE,CG17510-PF,CG17510-RA,CG17510-RC,CG17510-RD,CG17510-RE,CG17510-RF,DmelCG17510,FBan0017510,FBgn0039969,FBgn0046054,FBgn0047128,FBpp0085409,FBpp0271716,FBpp0271717,FBpp0271718,FBpp0271719,FBtr0086073,FBtr0273208,FBtr0273209,FBtr0273210,FBtr0273211,FIS1_DROME,Fis1,Fis1-PA,Fis1-PC,Fis1-PD,Fis1-PE,Fis1-PF,Fis1-PG,Fis1-RA,Fis1-RC,Fis1-RD,Fis1-RE,Fis1-RF,Fission, mitochondrial 1, isoform C,Mitochondrial fission 1 protein,NEST:bs15a08,NM_001144135,NM_001144135.1,NM_001144136,NM_001144136.2,NM_001144137,NM_001144137.2,NM_143843,NM_143843.3,NM_165439,NM_165439.3,NP_001137607,NP_001137607.1,NP_001137608,NP_001137608.1,NP_001137609,NP_001137609.1,NP_652100,NP_652100.1,NP_724420,NP_724420.1,Q8SYX2,UPI000007F023,UPI000008498F,UPI00001246DB,UPI00001E0989,bs15a08.y1,dFis1,dme:Dmel_CG17510
Gale	7227.FBpp0072455	https://smart.embl.de/smart/DDvec.cgi?smart=350:Pfam_KR(4|143)+	UDP-glucose 4-epimerase; Catalyzes two distinct but analogous reactions: the reversible epimerization of UDP-glucose to UDP-galactose and the reversible epimerization of UDP-N-acetylglucosamine to UDP-N- acetylgalactosamine. The reaction with UDP-Gal plays a critical role in the Leloir pathway of galactose catabolism in which galactose is converted to the glycolytic intermediate glucose 6-phosphate. It contributes to the catabolism of dietary galactose and enables the endogenous biosynthesis of both UDP-Gal and UDP-GalNAc when exogenous sources are limited. Both UDP-sugar interconversi [...] 	38076,5.1.3.2,63631,AA949091,AAF47398.1,AAL13811.1,AAM29318.1,AFH04208,AW942780,AY058582,AY113313,BF491247,CG12030,CG12030-PA,CG12030-PB,CG12030-RA,CG12030-RB,CZ483088,CZ483089,DmelCG12030,EC 5.1.3.2,FBan0012030,FBgn0035147,FBpp0072455,FBpp0297771,FBtr0072556,FBtr0306917,GALE,GALE_DROME,Galactowaldenase,Gale,Gale-PA,Gale-PB,Gale-RA,Gale-RB,NM_001259608,NM_001259608.1,NM_138200,NM_138200.3,NP_001246537,NP_001246537.1,NP_612044,NP_612044.1,Q8MZ78,Q9W0P5,UDP-N-acetylgalactosamine 4-epimerase,UDP-N-acetylglucosamine 4-epimerase,UDP-gal 4' epimerase,UDP-galactose 4'-epimerase,UDP-galactose 4'-epimerase, isoform B,UDP-galactose 4-epimerase,UDP-glucose 4-epimerase,UPI0000124613,dGALE,dme:Dmel_CG12030
Gfat2	7227.FBpp0084666	https://smart.embl.de/smart/DDvec.cgi?smart=683:Pfam_GATase_6(67|213)+Pfam_SIS(364|493)+Pfam_SIS(535|666)+	Glutamine:fructose-6-phosphate aminotransferase 2; Glutamine-fructose-6-phosphate transaminase (isomerizing) activity; carbohydrate binding. It is involved in the biological process described with: carbohydrate biosynthetic process	2.6.1.16,43373,68252,AAF56785.1,AAM12268.1,AI135098,AI520647,AI945672,AY095175,C44.971,CG1345,CG1345-PA,CG1345-RA,Dmel,Dmel/GFAT2,DmelCG1345,Dmel_CG1345,EC 2.6.1.16,FBan0001345,FBgn0039580,FBpp0084666,FBtr0085297,GFAT2,GH12731p,Gfat2,Gfat2-PA,Gfat2-RA,NM_143360,NM_143360.3,NP_651617,NP_651617.1,Q9VAW3,Q9VAW3_DROME,UPI00000764F9,dme:Dmel_CG1345,gfat2
Got2	7227.FBpp0077537	https://smart.embl.de/smart/DDvec.cgi?smart=431:Pfam_Aminotran_1_2(58|426)+	L-aspartate:2-oxoglutarate aminotransferase activity; pyridoxal phosphate binding. It is involved in the biological process described with: aspartate metabolic process; synapse assembly; neurotransmitter receptor metabolic process; glutamate biosynthetic process	152801_at,2.6.1.1,33373,59608,AAF51320.1,AAL39311.1,AAN10437.1,AAN10438.1,ADR79360.1,ADU79244.1,AEZ68795.1,AI389216,AW940779,AY069166,Aspartate aminotransferase,BT125820,BT125856,BT133167,CG4233,CG4233-PA,CG4233-PB,CG4233-PC,CG4233-RA,CG4233-RB,CG4233-RC,DmelCG4233,Dmel_CG4233,E4NKM3,EC 2.6.1.1,FBan0004233,FBgn0001125,FBgn0031380,FBpp0077536,FBpp0077537,FBpp0099765,FBtr0077867,FBtr0077868,FBtr0100359,GLUTAMATE OXALOACETATE TRANSAMINASE 2,Glutamate oxaloacetate transaminase 2,Got,Got 2,Got-2,Got2,Got2-PA,Got2-PB,Got2-PC,Got2-RA,Got2-RB,Got2-RC,H5V866,MTDROME04233,NM_134792,NM_134792.4,NM_164445,NM_164445.3,NM_164446,NM_164446.1,NP_608636,NP_608636.1,NP_722744,NP_722744.1,NP_722745,NP_722745.1,Q8IPY3,Q8IPY3_DROME,Q8T0M9,Q9VQ61,UPI00000780E6,UPI0000083B87,UPI000008462B,dme:Dmel_CG4233,glutamate oxaloacetate transaminase 2, isoform A,got2,mitochondrial aspartate aminotransferase
GstE12	7227.FBpp0072341	https://smart.embl.de/smart/DDvec.cgi?smart=223:Pfam_GST_N(4|77)+Pfam_GST_C_3(131|200)+	Glutathione transferase activity. It is involved in the biological process described with: glutathione metabolic process	2.5.1.18,37960,AAD34739.1,AAF47266.1,ADB11090.1,AF132151,AFH08253,AFH08254,AI064369,AW940178,BT120105,BcDNA:GH04753,CG16936,CG16936-PA,CG16936-PB,CG16936-PC,CG16936-RA,CG16936-RB,CG16936-RC,D2NUG2,DmelCG16936,Dmel_CG16936,EC 2.5.1.18,FBan0016936,FBgn0027590,FBpp0072341,FBpp0293852,FBpp0293853,FBtr0072436,FBtr0305309,FBtr0305310,GST,Glutathione S transferase E12, isoform A,Glutathione S transferase E12, isoform B,Glutathione S transferase E12, isoform C,Glutathione S transferase E12, isoform D,Glutathione S-transferase,Glutathione transferase,GstE12,GstE12-PA,GstE12-PB,GstE12-PC,GstE12-PD,NM_001259571,NM_001259571.1,NM_001259572,NM_001259572.1,NM_138120,NM_138120.2,NP_001246500,NP_001246500.1,NP_001246501,NP_001246501.1,NP_001286857.1,NP_611964,NP_611964.1,Q9XYZ9,Q9XYZ9_DROME,UPI0000079D2B,dme:Dmel_CG16936,glutathione S transferase E12, isoform B
GstE6	7227.FBpp0085855	https://smart.embl.de/smart/DDvec.cgi?smart=222:Pfam_GST_N(2|77)+Pfam_GST_C_3(112|200)+	Glutathione transferase activity. It is involved in the biological process described with: glutathione metabolic process	2.5.1.18,37111,4YH2,62790,A1ZB71,A1ZB71_DROME,AAF57696.1,AAL48788.2,AY071166,BI214939,CG17530,CG17530-PA,CG17530-RA,CT38747,DmGSTE6,DmelCG17530,Dmel_CG17530,E6,EC 2.5.1.18,FBan0017530,FBgn0034340,FBgn0063494,FBpp0085855,FBtr0086674,GSTE6,Glutathione S transferase E6,GstE6,GstE6-PA,GstE6-RA,NM_137484,NM_137484.3,NP_611328,NP_611328.1,Q7JZM3,UPI0000082E2B,dme:Dmel_CG17530,glutathione S transferase E6
GstT3	7227.FBpp0289447	https://smart.embl.de/smart/DDvec.cgi?smart=268:Pfam_GST_N(44|119)+Pfam_GST_C_2(151|240)+	Glutathione transferase activity. It is involved in the biological process described with: glutathione metabolic process; Belongs to the GST superfamily	2.5.1.18,33047,59336,AAF50899.2,AAL48554.1,ACD81660.1,ACZ95341.1,ADF67070.1,ADF67071.1,ADF67072.1,ADF67073.1,ADF67074.1,ADF67075.1,ADF67076.1,ADF67077.1,ADF67078.1,ADF67079.1,ADF67080.1,ADF67081.1,ADF67082.1,ADF67083.1,ADF67084.1,ADF67085.1,ADF67086.1,ADF67087.1,ADF67088.1,ADF67089.1,ADF67090.1,AQ073241,AY070932,B3DMK8,BH809485,BI163737,BT032646,CG1702,CG1702-PA,CG1702-PB,CG1702-RA,CG1702-RB,DmGSTT3a,DmGSTT3b,DmelCG1702,Dmel_CG1702,E1JJS1,E1JJS1_DROME,EC 2.5.1.18,F6J8Q2,F6J8Q8,F6J8R9,FBan0001702,FBgn0031117,FBpp0077002,FBpp0289447,FBtr0077310,FBtr0300210,GQ309395,GQ309396,GQ309397,GQ309398,GQ309399,GQ309400,GQ309401,GQ309402,GQ309403,GQ309404,GQ309405,GQ309406,GQ309407,GQ309408,GQ309409,GQ309410,GQ309411,GQ309412,GQ309413,GQ309414,GQ309415,GSTT3,GSTT3a,GSTT3b,Glutathione S transferase T3, isoform B,GstT3,GstT3-PA,GstT3-PB,GstT3-PC,NM_001169337,NM_001169337.1,NM_167706,NM_167706.2,NP_001162808,NP_001162808.1,NP_728347,NP_728347.1,Q8SZE4,Q9VRA4,UPI000007BE15,UPI0001B78FD1,cg1702,dme:Dmel_CG1702,glutathione S transferase T3, isoform B,gstt3
